"RegionID","SizeRank","RegionName","RegionType","StateName","date","price"
394856,8,"Miami, FL","msa","FL",2000-01-31,112478.719374258
394856,8,"Miami, FL","msa","FL",2000-02-29,112787.497020031
394856,8,"Miami, FL","msa","FL",2000-03-31,113114.476678903
394856,8,"Miami, FL","msa","FL",2000-04-30,113775.046795089
394856,8,"Miami, FL","msa","FL",2000-05-31,114414.288333053
394856,8,"Miami, FL","msa","FL",2000-06-30,115045.929891028
394856,8,"Miami, FL","msa","FL",2000-07-31,115699.235758713
394856,8,"Miami, FL","msa","FL",2000-08-31,116369.353191349
394856,8,"Miami, FL","msa","FL",2000-09-30,117089.090830236
394856,8,"Miami, FL","msa","FL",2000-10-31,117812.556882187
394856,8,"Miami, FL","msa","FL",2000-11-30,118585.98902406
394856,8,"Miami, FL","msa","FL",2000-12-31,119412.543496646
394856,8,"Miami, FL","msa","FL",2001-01-31,120166.459841736
394856,8,"Miami, FL","msa","FL",2001-02-28,120927.540055482
394856,8,"Miami, FL","msa","FL",2001-03-31,121806.070375494
394856,8,"Miami, FL","msa","FL",2001-04-30,122869.039460256
394856,8,"Miami, FL","msa","FL",2001-05-31,124128.120115017
394856,8,"Miami, FL","msa","FL",2001-06-30,125442.789099777
394856,8,"Miami, FL","msa","FL",2001-07-31,126935.324449145
394856,8,"Miami, FL","msa","FL",2001-08-31,128573.10188912
394856,8,"Miami, FL","msa","FL",2001-09-30,130326.277318088
394856,8,"Miami, FL","msa","FL",2001-10-31,132135.7079994
394856,8,"Miami, FL","msa","FL",2001-11-30,133800.147526748
394856,8,"Miami, FL","msa","FL",2001-12-31,135361.425999277
394856,8,"Miami, FL","msa","FL",2002-01-31,136728.341459071
394856,8,"Miami, FL","msa","FL",2002-02-28,138007.024194651
394856,8,"Miami, FL","msa","FL",2002-03-31,139199.693226064
394856,8,"Miami, FL","msa","FL",2002-04-30,140514.327877629
394856,8,"Miami, FL","msa","FL",2002-05-31,141929.037631425
394856,8,"Miami, FL","msa","FL",2002-06-30,143422.893456508
394856,8,"Miami, FL","msa","FL",2002-07-31,144997.332544418
394856,8,"Miami, FL","msa","FL",2002-08-31,146731.31607315
394856,8,"Miami, FL","msa","FL",2002-09-30,148442.407841873
394856,8,"Miami, FL","msa","FL",2002-10-31,150091.914792231
394856,8,"Miami, FL","msa","FL",2002-11-30,151603.957328039
394856,8,"Miami, FL","msa","FL",2002-12-31,153372.1649633
394856,8,"Miami, FL","msa","FL",2003-01-31,155151.924623814
394856,8,"Miami, FL","msa","FL",2003-02-28,156988.666106849
394856,8,"Miami, FL","msa","FL",2003-03-31,158854.978432936
394856,8,"Miami, FL","msa","FL",2003-04-30,160883.242285687
394856,8,"Miami, FL","msa","FL",2003-05-31,163028.912988961
394856,8,"Miami, FL","msa","FL",2003-06-30,165056.38971231
394856,8,"Miami, FL","msa","FL",2003-07-31,167026.704351757
394856,8,"Miami, FL","msa","FL",2003-08-31,169003.87156418
394856,8,"Miami, FL","msa","FL",2003-09-30,171116.183946042
394856,8,"Miami, FL","msa","FL",2003-10-31,173232.632387245
394856,8,"Miami, FL","msa","FL",2003-11-30,175343.781064549
394856,8,"Miami, FL","msa","FL",2003-12-31,177270.25949721
394856,8,"Miami, FL","msa","FL",2004-01-31,179284.125616231
394856,8,"Miami, FL","msa","FL",2004-02-29,181210.164851351
394856,8,"Miami, FL","msa","FL",2004-03-31,183308.662534469
394856,8,"Miami, FL","msa","FL",2004-04-30,185515.741594053
394856,8,"Miami, FL","msa","FL",2004-05-31,188253.527547317
394856,8,"Miami, FL","msa","FL",2004-06-30,191340.599073364
394856,8,"Miami, FL","msa","FL",2004-07-31,194731.405811185
394856,8,"Miami, FL","msa","FL",2004-08-31,198308.389622477
394856,8,"Miami, FL","msa","FL",2004-09-30,201966.392542836
394856,8,"Miami, FL","msa","FL",2004-10-31,205600.309456965
394856,8,"Miami, FL","msa","FL",2004-11-30,209054.097232215
394856,8,"Miami, FL","msa","FL",2004-12-31,212682.547081865
394856,8,"Miami, FL","msa","FL",2005-01-31,216192.535560219
394856,8,"Miami, FL","msa","FL",2005-02-28,219896.051479153
394856,8,"Miami, FL","msa","FL",2005-03-31,223867.522960569
394856,8,"Miami, FL","msa","FL",2005-04-30,228302.126150876
394856,8,"Miami, FL","msa","FL",2005-05-31,233291.63340906
394856,8,"Miami, FL","msa","FL",2005-06-30,238671.294816249
394856,8,"Miami, FL","msa","FL",2005-07-31,244611.176063045
394856,8,"Miami, FL","msa","FL",2005-08-31,250535.522269115
394856,8,"Miami, FL","msa","FL",2005-09-30,256317.445145883
394856,8,"Miami, FL","msa","FL",2005-10-31,261515.783502043
394856,8,"Miami, FL","msa","FL",2005-11-30,266155.880136514
394856,8,"Miami, FL","msa","FL",2005-12-31,270323.62332712
394856,8,"Miami, FL","msa","FL",2006-01-31,274291.609104158
394856,8,"Miami, FL","msa","FL",2006-02-28,277873.053349735
394856,8,"Miami, FL","msa","FL",2006-03-31,281661.661888726
394856,8,"Miami, FL","msa","FL",2006-04-30,286303.991256586
394856,8,"Miami, FL","msa","FL",2006-05-31,291132.454281449
394856,8,"Miami, FL","msa","FL",2006-06-30,295525.429997293
394856,8,"Miami, FL","msa","FL",2006-07-31,298575.988453476
394856,8,"Miami, FL","msa","FL",2006-08-31,300670.305251426
394856,8,"Miami, FL","msa","FL",2006-09-30,301942.166539634
394856,8,"Miami, FL","msa","FL",2006-10-31,302477.474365682
394856,8,"Miami, FL","msa","FL",2006-11-30,303005.101061199
394856,8,"Miami, FL","msa","FL",2006-12-31,303172.746170902
394856,8,"Miami, FL","msa","FL",2007-01-31,302949.322002164
394856,8,"Miami, FL","msa","FL",2007-02-28,302361.36594641
394856,8,"Miami, FL","msa","FL",2007-03-31,300986.877312584
394856,8,"Miami, FL","msa","FL",2007-04-30,299096.091155829
394856,8,"Miami, FL","msa","FL",2007-05-31,296648.689998389
394856,8,"Miami, FL","msa","FL",2007-06-30,293913.137617515
394856,8,"Miami, FL","msa","FL",2007-07-31,290722.795917059
394856,8,"Miami, FL","msa","FL",2007-08-31,287166.385758949
394856,8,"Miami, FL","msa","FL",2007-09-30,283325.922939042
394856,8,"Miami, FL","msa","FL",2007-10-31,279838.42799466
394856,8,"Miami, FL","msa","FL",2007-11-30,275835.706674672
394856,8,"Miami, FL","msa","FL",2007-12-31,271849.339080399
394856,8,"Miami, FL","msa","FL",2008-01-31,266741.439776574
394856,8,"Miami, FL","msa","FL",2008-02-29,261753.480123694
394856,8,"Miami, FL","msa","FL",2008-03-31,255963.065380292
394856,8,"Miami, FL","msa","FL",2008-04-30,250624.252483345
394856,8,"Miami, FL","msa","FL",2008-05-31,245068.080662748
394856,8,"Miami, FL","msa","FL",2008-06-30,240065.918339622
394856,8,"Miami, FL","msa","FL",2008-07-31,234612.349546833
394856,8,"Miami, FL","msa","FL",2008-08-31,228654.507807818
394856,8,"Miami, FL","msa","FL",2008-09-30,222222.671430502
394856,8,"Miami, FL","msa","FL",2008-10-31,215701.778482168
394856,8,"Miami, FL","msa","FL",2008-11-30,209598.813446582
394856,8,"Miami, FL","msa","FL",2008-12-31,204092.349298775
394856,8,"Miami, FL","msa","FL",2009-01-31,199064.972358852
394856,8,"Miami, FL","msa","FL",2009-02-28,194642.345886517
394856,8,"Miami, FL","msa","FL",2009-03-31,190223.588095612
394856,8,"Miami, FL","msa","FL",2009-04-30,186110.236109048
394856,8,"Miami, FL","msa","FL",2009-05-31,181860.961515437
394856,8,"Miami, FL","msa","FL",2009-06-30,178219.33736948
394856,8,"Miami, FL","msa","FL",2009-07-31,174962.587512156
394856,8,"Miami, FL","msa","FL",2009-08-31,172208.129883489
394856,8,"Miami, FL","msa","FL",2009-09-30,169732.082112297
394856,8,"Miami, FL","msa","FL",2009-10-31,167837.247357052
394856,8,"Miami, FL","msa","FL",2009-11-30,166395.397062189
394856,8,"Miami, FL","msa","FL",2009-12-31,165037.054278956
394856,8,"Miami, FL","msa","FL",2010-01-31,164089.749457725
394856,8,"Miami, FL","msa","FL",2010-02-28,163550.389851259
394856,8,"Miami, FL","msa","FL",2010-03-31,163469.782931497
394856,8,"Miami, FL","msa","FL",2010-04-30,163269.031577743
394856,8,"Miami, FL","msa","FL",2010-05-31,162753.337867381
394856,8,"Miami, FL","msa","FL",2010-06-30,161688.046636236
394856,8,"Miami, FL","msa","FL",2010-07-31,160473.841123417
394856,8,"Miami, FL","msa","FL",2010-08-31,159123.305018624
394856,8,"Miami, FL","msa","FL",2010-09-30,157864.264377038
394856,8,"Miami, FL","msa","FL",2010-10-31,156254.798052956
394856,8,"Miami, FL","msa","FL",2010-11-30,154774.231845342
394856,8,"Miami, FL","msa","FL",2010-12-31,153432.293295825
394856,8,"Miami, FL","msa","FL",2011-01-31,152199.627927236
394856,8,"Miami, FL","msa","FL",2011-02-28,151060.857935681
394856,8,"Miami, FL","msa","FL",2011-03-31,150033.506980203
394856,8,"Miami, FL","msa","FL",2011-04-30,149278.619234556
394856,8,"Miami, FL","msa","FL",2011-05-31,148433.692066863
394856,8,"Miami, FL","msa","FL",2011-06-30,147482.695705865
394856,8,"Miami, FL","msa","FL",2011-07-31,146486.30584199
394856,8,"Miami, FL","msa","FL",2011-08-31,145758.778508826
394856,8,"Miami, FL","msa","FL",2011-09-30,145312.515236555
394856,8,"Miami, FL","msa","FL",2011-10-31,145125.481026674
394856,8,"Miami, FL","msa","FL",2011-11-30,145144.517129967
394856,8,"Miami, FL","msa","FL",2011-12-31,145213.848817364
394856,8,"Miami, FL","msa","FL",2012-01-31,145493.625360488
394856,8,"Miami, FL","msa","FL",2012-02-29,145655.962261565
394856,8,"Miami, FL","msa","FL",2012-03-31,145772.149706181
394856,8,"Miami, FL","msa","FL",2012-04-30,145875.732232454
394856,8,"Miami, FL","msa","FL",2012-05-31,146187.422024539
394856,8,"Miami, FL","msa","FL",2012-06-30,146998.967508936
394856,8,"Miami, FL","msa","FL",2012-07-31,147995.994568111
394856,8,"Miami, FL","msa","FL",2012-08-31,149095.805836925
394856,8,"Miami, FL","msa","FL",2012-09-30,150211.952822261
394856,8,"Miami, FL","msa","FL",2012-10-31,151376.022384563
394856,8,"Miami, FL","msa","FL",2012-11-30,152865.988241827
394856,8,"Miami, FL","msa","FL",2012-12-31,154680.566035945
394856,8,"Miami, FL","msa","FL",2013-01-31,157031.311000251
