population,pop2024,pop2023,pop2022,pop2021,pop2020,pop2019,pop2018,pop2017,pop2016,pop2015,pop2014,pop2013,pop2012,pop2011,pop2010,pop2009,pop2008,pop2007,pop2006,pop2005,pop2004,pop2003,pop2002,pop2001,pop2000,growth,region,city,usps,state,countyFips,county,densityMi,slug,areaMi,lng,lat,type,rank
997164,997164,985843,971777,961828.5,951880,939006.6,926133.2,913259.8,900386.4,887513,874639.6,861766.2,848892.8,836019.4,823146,810922.3878,798698.7755,786475.1633,774251.551,762027.9388,749804.3265,737580.7143,725357.102,713133.4898,700909.8775,0.01148,Northeast,Jacksonville,FL,Florida,12031,Duval County,1334,florida/jacksonville,747.261,-81.6616,30.3369,City,1
460289,460289,455924,450014,446420.5,442827,426015.4,409203.8,434421.2,417609.6,413406.7,426015.4,409203.8,434421.2,417609.6,400798,394846.2012,388894.4025,382942.6037,630399.605,371039.0062,365087.2074,359135.4087,353183.6099,347231.8112,341280.0124,0.00957,Southeast,Miami,FL,Florida,12086,Miami-Dade County,12787,florida/miami,35.996,-80.2086,25.7752,City,2
408510,408510,403364,398325,393124.5,387924,357463.2,377770.4,347309.6,367616.8,372693.6,357463.2,377770.4,347309.6,367616.8,337156,332149.2768,327142.5535,322135.8303,608723.107,312122.3838,307115.6605,302108.9373,297102.2141,292095.4908,287088.7676,0.01276,South,Tampa,FL,Florida,12057,Hillsborough County,3595,florida/tampa,113.638,-82.4776,27.9663,City,3
325044,325044,320742,315859,311846.5,307834,252942,266665,280388,294111,280388,252942,266665,280388,294111,239219,235666.6286,232114.2572,228561.8858,575365.7145,221457.1431,217904.7717,214352.4003,210800.0289,207247.6575,203695.2861,0.01341,East,Orlando,FL,Florida,12009,Brevard County,2922,florida/orlando,111.236,-81.2548,28.4086,City,4
264982,264982,263553,261722,260494,259266,248029.2,252243,256456.8,246624.6,256456.8,248029.2,252243,256456.8,246624.6,245220,241578.5145,237937.0291,234295.5436,577409.6581,227012.5727,223371.0872,219729.6017,216088.1163,212446.6308,208805.1453,0.00542,South,St. Petersburg,FL,Florida,12103,Pinellas County,4287,florida/st-petersburg,61.804,-82.6441,27.7627,City,5
257756,257756,245021,231852,219333.5,206815,173251,177446.5,198424,190033,198424,173251,177446.5,198424,190033,164860,162411.8502,159963.7004,157515.5506,550039.0008,152619.251,150171.1012,147722.9514,145274.8016,142826.6518,140378.502,0.05198,Southeast,Port St. Lucie,FL,Florida,12111,St. Lucie County,2162,florida/port-st-lucie,119.216,-80.3883,27.2806,City,6
234132,234132,224455,216915,206168.5,195422,158804.6,175079,171010.4,166941.8,171010.4,158804.6,175079,171010.4,166941.8,154736,152438.1903,150140.3806,147842.5709,546590.7612,143246.9515,140949.1418,138651.3321,136353.5224,134055.7127,131757.903,0.04311,South,Cape Coral,FL,Florida,12071,Lee County,2206,florida/cape-coral,106.123,-81.9974,26.6432,City,7
220930,220930,221300,220205,221306.5,222408,223630,222713.5,224241,223019,224241,223630,222713.5,224241,223019,225463,222114.9034,218766.8069,215418.7103,570680.4138,208722.5172,205374.4207,202026.3241,198678.2276,195330.131,191982.0344,-0.00167,Southeast,Hialeah,FL,Florida,12086,Miami-Dade County,10237,florida/hialeah,21.581,-80.3029,25.8699,City,8
203650,203650,202221,201718,199825.5,197933,181441,189687,183090.2,196283.8,183090.2,181441,189687,183090.2,196283.8,181441,178746.6245,176052.249,173357.8734,555686.4979,167969.1224,165274.7469,162580.3714,159885.9959,157191.6203,154497.2448,0.00707,Northwest,Tallahassee,FL,Florida,12073,Leon County,1988,florida/tallahassee,102.428,-84.2523,30.4535,City,9
184709,184709,184255,183118,183005,182892,168025.8,177936.6,169677.6,179588.4,169677.6,168025.8,177936.6,169677.6,179588.4,166374,163903.3675,161432.735,158962.1025,550554.67,154020.8375,151550.205,149079.5725,146608.94,144138.3075,141667.675,0.00246,Southeast,Fort Lauderdale,FL,Florida,12011,Broward County,5341,florida/fort-lauderdale,34.582,-80.1467,26.1412,City,10
171134,171134,171119,169864,170468.5,171073,167911.8,164750.6,164750.6,161589.4,164750.6,167911.8,164750.6,164750.6,161589.4,155267,152961.305,150655.61,148349.9151,546771.6201,143738.5251,141432.8301,139127.1351,136821.4401,134515.7452,132210.0502,0.00009,Southeast,Pembroke Pines,FL,Florida,12011,Broward County,5236,florida/pembroke-pines,32.681,-80.3402,26.0147,City,11
154211,154211,153859,152630,152716,152802,150441.6,148081.2,148081.2,145720.8,148081.2,150441.6,148081.2,148081.2,145720.8,141000,138906.1681,136812.3363,134718.5044,541912.2725,130530.8407,128437.0088,126343.1769,124249.3451,122155.5132,120061.6813,0.00229,Southeast,Hollywood,FL,Florida,12011,Broward County,5659,florida/hollywood,27.251,-80.1646,26.031,City,12
147001,147001,145812,145276,143760.5,142245,135217,128189,128189,138731,128189,135217,128189,128189,138731,124675,122823.5923,120972.1846,119120.7768,536351.9691,115417.9614,113566.5537,111715.146,109863.7383,108012.3305,106160.9228,0.00815,North,Gainesville,FL,Florida,12001,Alachua County,2297,florida/gainesville,63.986,-82.3468,29.6795,City,13
140700,140700,135566,129173,124668,120163,115357,118561,118561,105745,118561,115357,118561,118561,105745,104143,102596.4898,101049.9797,99503.46953,529358.7594,96410.44921,94863.93905,93317.4289,91770.91874,90224.40858,88677.89842,0.03787,Southeast,Palm Bay,FL,Florida,12009,Brevard County,1623,florida/palm-bay,86.679,-80.6583,27.9649,City,14
139586,139586,138319,137192,135854,134516,130851.5,123522.5,123522.5,128408.5,123522.5,130851.5,123522.5,123522.5,128408.5,122301,120484.8459,118668.6918,116852.5376,535543.3835,113220.2294,111404.0753,109587.9211,107771.767,105955.6129,104139.4588,0.00916,Southeast,Miramar,FL,Florida,12011,Broward County,4838,florida/miramar,28.853,-80.3386,25.9725,City,15
135152,135152,134906,133357,133762.5,134168,128529.5,128529.5,128529.5,128529.5,128529.5,128529.5,128529.5,128529.5,128529.5,122891,121066.0845,119241.1689,117416.2534,535744.3378,113766.4223,111941.5067,110116.5912,108291.6756,106466.7601,104641.8445,0.00182,Southeast,Coral Springs,FL,Florida,12011,Broward County,5911,florida/coral-springs,22.864,-80.2593,26.2707,City,16
130716,130716,127578,124440,124481.5,124523,105653.5,105653.5,105653.5,105653.5,105653.5,105653.5,105653.5,105653.5,105653.5,86784,85495.26876,84206.53752,82917.80628,523446.275,80340.3438,79051.61256,77762.88132,76474.15008,75185.41884,73896.6876,0.0246,Southeast,Lehigh Acres,FL,Florida,12071,Lee County,1410,florida/lehigh-acres,92.694,-81.6388,26.6127,CDP,17
126337,126337,124130,121200,119353.5,117507,109163,109163,109163,109163,109163,109163,109163,109163,109163,100819,99321.85081,97824.70163,96327.55244,528226.6033,93333.25407,91836.10489,90338.9557,88841.80652,87344.65733,85847.50815,0.01778,Southeast,West Palm Beach,FL,Florida,12099,Palm Beach County,2345,florida/west-palm-beach,53.872,-80.127,26.7451,City,18
125056,125056,122264,120274,117081,113888,102528.4,102528.4,102528.4,102528.4,102528.4,102528.4,102528.4,102528.4,102528.4,97660,96209.76156,94759.52312,93309.28468,527150.6462,90408.80779,88958.56935,87508.33091,86058.09247,84607.85403,83157.61559,0.02284,South,Lakeland,FL,Florida,12105,Polk County,1879,florida/lakeland,66.561,-81.9548,28.0555,City,19
119926,119926,118404,116882,115312,113742,104669.4,104669.4,104669.4,104669.4,104669.4,104669.4,104669.4,104669.4,104669.4,98621,97156.49083,95691.98166,94227.4725,527477.9633,91298.45416,89833.94499,88369.43583,86904.92666,85440.41749,83975.90832,0.01285,Central,Spring Hill,FL,Florida,12053,Hernando County,2002,florida/spring-hill,59.918,-82.5297,28.4792,CDP,20
116830,116830,115876,114923,115416,115909,108453.4,108453.4,108453.4,108453.4,108453.4,108453.4,108453.4,108453.4,108453.4,103483,101946.2908,100409.5815,98872.87227,529133.963,95799.45379,94262.74455,92726.0353,91189.32606,89652.61682,88115.90758,0.00823,South,Brandon,FL,Florida,12057,Hillsborough County,3526,florida/brandon,33.134,-82.2993,27.936,CDP,21
116689,116689,116850,117005,117169,117333,112336.2,112336.2,112336.2,112336.2,112336.2,112336.2,112336.2,112336.2,112336.2,109005,107386.2898,105767.5795,104148.8693,531014.7591,100911.4488,99292.73861,97674.02837,96055.31814,94436.60791,92817.89768,-0.00138,South,Clearwater,FL,Florida,12103,Pinellas County,4458,florida/clearwater,26.175,-82.7713,27.9794,City,22
114173,114173,113619,112274,112115.5,111957,102374.6,102374.6,102374.6,102374.6,102374.6,102374.6,102374.6,102374.6,102374.6,99979,98494.32471,97009.64941,95524.97412,527940.4988,92555.62353,91070.94824,89586.27295,88101.59766,86616.92236,85132.24707,0.00488,Southeast,Pompano Beach,FL,Florida,12011,Broward County,4744,florida/pompano-beach,24.066,-80.1339,26.2416,City,23
110463,110463,110717,110586,111031.5,111477,109896.6,109896.6,109896.6,109896.6,109896.6,109896.6,109896.6,109896.6,109896.6,107526,105929.2527,104332.5055,102735.7582,530511.0109,99542.26364,97945.51636,96348.76909,94752.02182,93155.27455,91558.52727,-0.00229,Southeast,Miami Gardens,FL,Florida,12086,Miami-Dade County,5979,florida/miami-gardens,18.476,-80.2436,25.9489,City,24
108388,108388,107799,106673,106351.5,106030,100545.6,100545.6,100545.6,100545.6,100545.6,100545.6,100545.6,100545.6,100545.6,92319,90948.07472,89577.14944,88206.22417,525331.4989,85464.37361,84093.44833,82722.52305,81351.59778,79980.6725,78609.74722,0.00546,Southeast,Davie,FL,Florida,12011,Broward County,3106,florida/davie,34.894,-80.283,26.0792,Town,25
107703,107703,105085,102467,99158,95849,85929.4,85929.4,85929.4,85929.4,85929.4,85929.4,85929.4,85929.4,85929.4,71050,69994.91664,68939.83327,67884.74991,518087.2665,65774.58318,64719.49982,63664.41646,62609.33309,61554.24973,60499.16637,0.02491,South,Riverview,FL,Florida,12057,Hillsborough County,2332,florida/riverview,46.181,-82.3045,27.8243,CDP,26
106237,106237,102113,98455,94097,89739,81197.4,81197.4,81197.4,81197.4,81197.4,81197.4,81197.4,81197.4,81197.4,75503,74381.79016,73260.58032,72139.37048,519603.9606,69896.9508,68775.74096,67654.53112,66533.32128,65412.11143,64290.90159,0.04039,Northeast,Palm Coast,FL,Florida,12035,Flagler County,1111,florida/palm-coast,95.665,-81.2426,29.5368,City,27
100736,100736,97372,95930,91604.5,87279,72416.4,72416.4,72416.4,72416.4,72416.4,72416.4,72416.4,72416.4,72416.4,62508,61579.76424,60651.52848,59723.29271,515177.857,57866.82119,56938.58543,56010.34967,55082.11391,54153.87814,53225.64238,0.03455,Southeast,Fort Myers,FL,Florida,12071,Lee County,2518,florida/fort-myers,39.999,-81.8295,26.6201,City,28
100550,100550,99974,99710,98978,98246,90393.8,90393.8,90393.8,90393.8,90393.8,90393.8,90393.8,90393.8,90393.8,85159,83894.3998,82629.7996,81365.1994,522892.7992,78835.99901,77571.39881,76306.79861,75042.19841,73777.59821,72512.99801,0.00576,Southeast,Boca Raton,FL,Florida,12099,Palm Beach County,3446,florida/boca-raton,29.178,-80.1037,26.3727,City,29
100304,100304,98739,97305,95674.5,94044,92255.4,92255.4,92255.4,92255.4,92255.4,92255.4,92255.4,92255.4,92255.4,85101,83837.26109,82573.52219,81309.78328,522873.0444,78782.30547,77518.56656,76254.82766,74991.08875,73727.34984,72463.61094,0.01585,East,Deltona,FL,Florida,12127,Volusia County,2687,florida/deltona,37.324,-81.211,28.9051,City,30
98046,98046,96548,95994,94023,92052,88020,88020,88020,88020,88020,88020,88020,88020,88020,85332,84064.83077,82797.66155,81530.49232,522951.7231,78996.15387,77728.98464,76461.81541,75194.64619,73927.47696,72660.30773,0.01552,Southeast,Plantation,FL,Florida,12011,Broward County,4508,florida/plantation-broward-county,21.751,-80.2618,26.1256,City,31
96706,96706,96808,96300,96706,97112,84540,84540,84540,84540,84540,84540,84540,84540,84540,84540,83284.59187,82029.18374,80773.77561,522681.9675,78262.95936,77007.55123,75752.1431,74496.73497,73241.32684,71985.91872,-0.00105,Southeast,Sunrise,FL,Florida,12011,Broward County,5970,florida/sunrise,16.199,-80.2616,26.1716,City,32
93767,93767,92649,91531,91499.5,91468,78113,78113,78113,78113,78113,78113,78113,78113,78113,78113,76953.032,75793.06399,74633.09599,520492.928,72313.15998,71153.19197,69993.22397,68833.25596,67673.28796,66513.31995,0.01207,East,Alafaya,FL,Florida,12095,Orange County,3061,florida/alafaya,30.636,-81.1857,28.5284,CDP,33
93414,93414,88934,85098,80295.5,75493,62822.3,62822.3,62822.3,62822.3,62822.3,62822.3,62822.3,62822.3,62822.3,57392,56539.73618,55687.47236,54835.20854,513435.3447,53130.6809,52278.41708,51426.15326,50573.88944,49721.62562,48869.3618,0.05037,South,North Port,FL,Florida,12115,Sarasota County,940,florida/north-port,99.38,-82.198,27.0582,City,34
91292,91292,90374,89456,89623.5,89791,81846.7,81846.7,81846.7,81846.7,81846.7,81846.7,81846.7,81846.7,81846.7,78442,77277.14639,76112.29277,74947.43916,520604.9855,72617.73194,71452.87832,70288.02471,69123.1711,67958.31749,66793.46387,0.01016,South,Town 'n' Country,FL,Florida,12057,Hillsborough County,4100,florida/town-n-country,22.269,-82.5772,28.0102,CDP,35
87591,87591,86960,86548,85807,85066,82457.5,82457.5,82457.5,82457.5,82457.5,82457.5,82457.5,82457.5,82457.5,76371,75236.90047,74102.80094,72968.70141,519899.6019,70700.50236,69566.40283,68432.3033,67298.20377,66164.10424,65030.00471,0.00726,East,Melbourne,FL,Florida,12009,Brevard County,1982,florida/melbourne,44.186,-80.6627,28.1104,City,36
87512,87512,87325,86750,86757,86764,81016,81016,81016,81016,81016,81016,81016,81016,81016,75268,74150.27988,73032.55976,71914.83964,519523.9195,69679.3994,68561.67928,67443.95915,66326.23903,65208.51891,64090.79879,0.00214,Southeast,Deerfield Beach,FL,Florida,12011,Broward County,5851,florida/deerfield-beach,14.958,-80.1254,26.3117,City,37
87078,87078,85150,83221,82318,81415,72879.4,72879.4,72879.4,72879.4,72879.4,72879.4,72879.4,72879.4,72879.4,60076,59183.87913,58291.75825,57399.63738,514349.5165,55615.39563,54723.27475,53831.15388,52939.033,52046.91213,51154.79126,0.02264,East,Pine Hills,FL,Florida,12095,Orange County,7145,florida/pine-hills,12.187,-81.4695,28.5818,CDP,38
85887,85887,82485,78295,75286,72277,65886.4,65886.4,65886.4,65886.4,65886.4,65886.4,65886.4,65886.4,65886.4,61626,60710.86182,59795.72365,58880.58547,514877.4473,57050.30912,56135.17095,55220.03277,54304.8946,53389.75642,52474.61825,0.04124,Northeast,Daytona Beach,FL,Florida,12127,Volusia County,1275,florida/daytona-beach,67.381,-81.0971,29.1907,City,39
83719,83719,81414,79108,80276,81444,63442.8,63442.8,63442.8,63442.8,63442.8,63442.8,63442.8,63442.8,63442.8,51442,50678.09292,49914.18583,49150.27875,511408.7717,47622.46458,46858.55749,46094.65041,45330.74332,44566.83624,43802.92915,0.02831,Central,The Villages,FL,Florida,12119,Sumter County,2564,florida/the-villages,32.651,-81.9937,28.8989,CDP,40
82131,82131,82248,82552,82574.5,82597,81932.2,81932.2,81932.2,81932.2,81932.2,81932.2,81932.2,81932.2,81932.2,79273,78095.80614,76918.61229,75741.41843,520888.0246,73387.03072,72209.83687,71032.64301,69855.44915,68678.2553,67501.06144,-0.00142,South,Largo,FL,Florida,12103,Pinellas County,4409,florida/largo,18.63,-82.7672,27.9059,City,41
82039,82039,81659,81521,81020,80519,64935.8,64935.8,64935.8,64935.8,64935.8,64935.8,64935.8,64935.8,64935.8,61040,60133.56385,59227.1277,58320.69155,514677.8554,56507.81925,55601.3831,54694.94695,53788.5108,52882.07465,51975.6385,0.00465,Southeast,Homestead,FL,Florida,12086,Miami-Dade County,5439,florida/homestead,15.084,-80.443,25.4663,City,42
81954,81954,81269,80043,79628,79213,75307,75307,75307,75307,75307,75307,75307,75307,75307,59683,58796.71513,57910.43025,57024.14538,514215.6605,55251.57563,54365.29075,53479.00588,52592.721,51706.43613,50820.15125,0.00843,East,Kissimmee,FL,Florida,12097,Osceola County,3807,florida/kissimmee,21.525,-81.4178,28.3028,City,43
81470,81470,81267,80892,80774.5,80657,76984.7,76984.7,76984.7,76984.7,76984.7,76984.7,76984.7,76984.7,76984.7,68416,67400.0312,66384.0624,65368.09359,517190.1248,63336.15599,62320.18719,61304.21839,60288.24958,59272.28078,58256.31198,0.0025,Southeast,Boynton Beach,FL,Florida,12099,Palm Beach County,5049,florida/boynton-beach,16.136,-80.0807,26.5283,City,44
80409,80409,79359,76935,76571,76207,67128.4,67128.4,67128.4,67128.4,67128.4,67128.4,67128.4,67128.4,67128.4,45945,45262.72266,44580.44532,43898.16798,509536.4906,42533.61329,41851.33595,41169.05861,40486.78127,39804.50393,39122.22658,0.01323,Southeast,Doral,FL,Florida,12086,Miami-Dade County,5806,florida/doral,13.849,-80.3576,25.816,City,45
78907,78907,78655,78402,77815,77228,76113.8,76113.8,76113.8,76113.8,76113.8,76113.8,76113.8,76113.8,76113.8,75371,74251.75034,73132.50068,72013.25103,519559.0014,69774.75171,68655.50205,67536.2524,66417.00274,65297.75308,64178.50342,0.0032,Southeast,Kendall,FL,Florida,12086,Miami-Dade County,4901,florida/kendall,16.099,-80.3547,25.6695,CDP,46
78652,78652,79607,80004,81237,82470,83520.4,83520.4,83520.4,83520.4,83520.4,83520.4,83520.4,83520.4,83520.4,87722,86419.33958,85116.67916,83814.01874,523765.7583,81208.6979,79906.03748,78603.37707,77300.71665,75998.05623,74695.39581,-0.012,Southeast,Miami Beach,FL,Florida,12086,Miami-Dade County,10224,florida/miami-beach,7.693,-80.1488,25.8106,City,47
73860,73860,73974,73625,73970.5,74316,69977.4,69977.4,69977.4,69977.4,69977.4,69977.4,69977.4,69977.4,69977.4,67085,66088.79638,65092.59275,64096.38913,516736.7855,62103.98188,61107.77826,60111.57464,59115.37102,58119.16739,57122.96377,-0.00154,Southeast,Lauderhill,FL,Florida,12011,Broward County,8673,florida/lauderhill,8.516,-80.2244,26.1622,City,48
72934,72934,70874,68814,64674,60534,50668.8,50668.8,50668.8,50668.8,50668.8,50668.8,50668.8,50668.8,50668.8,44092,43437.23947,42782.47894,42127.71841,508905.3579,40818.19735,40163.43682,39508.67629,38853.91576,38199.15523,37544.3947,0.02907,Central,Wesley Chapel,FL,Florida,12101,Pasco County,1660,florida/wesley-chapel,43.932,-82.3171,28.2052,CDP,49
72525,72525,72372,71901,71906,71911,69713.8,69713.8,69713.8,69713.8,69713.8,69713.8,69713.8,69713.8,69713.8,60925,60020.27158,59115.54317,58210.81475,514638.6863,56401.35792,55496.62951,54591.90109,53687.17268,52782.44426,51877.71585,0.00211,Southeast,Tamarac,FL,Florida,12011,Broward County,6255,florida/tamarac,11.594,-80.256,26.2033,City,50
71997,71997,70654,69311,68795.5,68280,65262.6,65262.6,65262.6,65262.6,65262.6,65262.6,65262.6,65262.6,65262.6,53193,52403.09079,51613.18158,50823.27237,512005.1632,49243.45395,48453.54474,47663.63553,46873.72632,46083.81711,45293.9079,0.01901,East,Poinciana,FL,Florida,12105,Polk County,1002,florida/poinciana,71.867,-81.4792,28.1187,CDP,51
69965,69965,68426,65502,64655,63808,60908,60908,60908,60908,60908,60908,60908,60908,60908,56558,55718.12097,54878.24195,54038.36292,513151.2839,52358.60487,51518.72584,50678.84681,49838.96779,48999.08876,48159.20973,0.02249,North,Ocala,FL,Florida,12083,Marion County,1481,florida/ocala,47.257,-82.151,29.1775,City,52
68785,68785,66448,64501,61968,59435,55145.8,55145.8,55145.8,55145.8,55145.8,55145.8,55145.8,55145.8,55145.8,37989,37424.86824,36860.73647,36296.60471,506826.6729,35168.34118,34604.20941,34040.07765,33475.94588,32911.81412,32347.68235,0.03517,East,St. Cloud,FL,Florida,12097,Osceola County,2385,florida/st-cloud,28.845,-81.284,28.2352,City,53
68239,68239,68181,67673,67839,68005,67523.8,67523.8,67523.8,67523.8,67523.8,67523.8,67523.8,67523.8,67523.8,65599,64624.86329,63650.72657,62676.58986,516230.6531,60728.31643,59754.17971,58780.043,57805.90629,56831.76957,55857.63286,0.00085,Southeast,Weston,FL,Florida,12011,Broward County,2775,florida/weston,24.593,-80.4021,26.1004,City,54
67777,67777,67536,67056,66933.5,66811,65609.2,65609.2,65609.2,65609.2,65609.2,65609.2,65609.2,65609.2,65609.2,60802,59899.09812,58996.19624,58093.29436,514596.7925,56287.49059,55384.58871,54481.68683,53578.78495,52675.88307,51772.98119,0.00357,Southeast,Delray Beach,FL,Florida,12099,Palm Beach County,4256,florida/delray-beach,15.924,-80.0904,26.4559,City,55
67045,67045,65966,64893,63811,62729,57843.4,57843.4,57843.4,57843.4,57843.4,57843.4,57843.4,57843.4,57843.4,56622,55781.17058,54940.34116,54099.51174,513173.0823,52417.85291,51577.02349,50736.19407,49895.36465,49054.53523,48213.70581,0.01636,East,Port Orange,FL,Florida,12127,Volusia County,2499,florida/port-orange,26.831,-81.0132,29.1134,City,56
66824,66824,65394,63126,62114,61102,56819.2,56819.2,56819.2,56819.2,56819.2,56819.2,56819.2,56819.2,56819.2,53964,53162.64154,52361.28308,51559.92462,512267.7662,49957.2077,49155.84924,48354.49078,47553.13232,46751.77386,45950.4154,0.02187,East,Sanford,FL,Florida,12117,Seminole County,2788,florida/sanford,23.967,-81.2756,28.7894,City,57
66028,66028,62311,58595,52399.5,46204,20440.8,20440.8,20440.8,20440.8,20440.8,20440.8,20440.8,20440.8,20440.8,14000,13792.1018,13584.2036,13376.3054,498656.0072,12960.509,12752.6108,12544.7126,12336.8144,12128.9162,11921.018,0.05965,East,Horizon West,FL,Florida,12095,Orange County,2017,florida/horizon-west,32.735,-81.6134,28.4402,CDP,58
65500,65500,64706,63913,64124,64335,62346.4,62346.4,62346.4,62346.4,62346.4,62346.4,62346.4,62346.4,62346.4,54392,53584.28579,52776.57159,51968.85738,512413.5432,50353.42897,49545.71477,48738.00056,47930.28636,47122.57215,46314.85795,0.01227,South,Port Charlotte,FL,Florida,12015,Charlotte County,2300,florida/port-charlotte,28.48,-82.1136,26.9895,CDP,59
62281,62281,61935,61589,61688,61787,59178.2,59178.2,59178.2,59178.2,59178.2,59178.2,59178.2,59178.2,59178.2,57439,56586.03824,55733.07647,54880.11471,513451.3529,53174.19118,52321.22942,51468.26766,50615.30589,49762.34413,48909.38236,0.00559,South,Palm Harbor,FL,Florida,12103,Pinellas County,3588,florida/palm-harbor,17.359,-82.7576,28.0848,CDP,60
61782,61782,61146,60191,59713.5,59236,51864.8,51864.8,51864.8,51864.8,51864.8,51864.8,51864.8,51864.8,51864.8,50022,49279.17973,48536.35947,47793.5392,510925.1189,46307.89866,45565.0784,44822.25813,44079.43786,43336.61759,42593.79733,0.0104,Southeast,Palm Beach Gardens,FL,Florida,12099,Palm Beach County,1052,florida/palm-beach-gardens,58.713,-80.1671,26.8488,City,61
61651,61651,61634,61469,61525.5,61582,60631.8,60631.8,60631.8,60631.8,60631.8,60631.8,60631.8,60631.8,60631.8,56831,55987.06696,55143.13392,54299.20087,513244.2678,52611.33479,51767.40175,50923.46871,50079.53567,49235.60262,48391.66958,0.00028,Southeast,Wellington,FL,Florida,12099,Palm Beach County,1368,florida/wellington,45.056,-80.2672,26.649,Village,62
61607,61607,59072,56537,51241.5,45946,41980,41980,41980,41980,41980,41980,41980,41980,41980,26116,25728.18076,25340.36152,24952.54228,502782.723,24176.90379,23789.08455,23401.26531,23013.44607,22625.62683,22237.80758,0.04291,East,Four Corners,FL,Florida,12097,Osceola County,1296,florida/four-corners,47.537,-81.6475,28.3332,CDP,63
61348,61348,61291,61153,61136.5,61120,55379,55379,55379,55379,55379,55379,55379,55379,55379,55379,54556.62897,53734.25794,52911.88691,512749.7159,51267.14486,50444.77383,49622.4028,48800.03177,47977.66074,47155.28972,0.00093,Southeast,Jupiter,FL,Florida,12099,Palm Beach County,2837,florida/jupiter,21.628,-80.1169,26.9186,Town,64
61316,61316,60580,59843,61765,63687,62418.6,62418.6,62418.6,62418.6,62418.6,62418.6,62418.6,62418.6,62418.6,51003,50245.61201,49488.22402,48730.83603,511259.248,47216.06004,46458.67205,45701.28406,44943.89607,44186.50808,43429.12009,0.01215,Southeast,The Hammocks,FL,Florida,12086,Miami-Dade County,7773,florida/the-hammocks,7.888,-80.4489,25.6704,CDP,65
60510,60510,59113,56973,55947.5,54922,49932.8,49932.8,49932.8,49932.8,49932.8,49932.8,49932.8,49932.8,49932.8,42449,41818.63781,41188.27562,40557.91343,508345.7512,39297.18904,38666.82685,38036.46466,37406.10247,36775.74028,36145.37809,0.02363,East,Apopka,FL,Florida,12095,Orange County,1729,florida/apopka,35.001,-81.5318,28.7017,City,66
59270,59270,57109,55105,52865,50625,47439.6,47439.6,47439.6,47439.6,47439.6,47439.6,47439.6,47439.6,47439.6,34698,34182.73916,33667.47832,33152.21749,505705.7566,32121.69581,31606.43497,31091.17413,30575.9133,30060.65246,29545.39162,0.03784,Southeast,Winter Haven,FL,Florida,12105,Polk County,1799,florida/winter-haven,32.939,-81.7327,28.0458,City,67
58731,58731,59008,58878,59358.5,59839,60046.2,60046.2,60046.2,60046.2,60046.2,60046.2,60046.2,60046.2,60046.2,60357,59460.70631,58564.41262,57668.11894,514445.2252,55875.53156,54979.23787,54082.94418,53186.65049,52290.35681,51394.06312,-0.00469,Southeast,North Miami,FL,Florida,12086,Miami-Dade County,6943,florida/north-miami,8.459,-80.1686,25.9008,City,68
58588,58588,58593,58206,58406.5,58607,54312.6,54312.6,54312.6,54312.6,54312.6,54312.6,54312.6,54312.6,54312.6,53239,52448.4077,51657.81539,50867.22309,512020.8308,49286.03848,48495.44618,47704.85387,46914.26157,46123.66927,45333.07696,-0.00009,Southeast,Margate,FL,Florida,12011,Broward County,6688,florida/margate,8.76,-80.2112,26.248,City,69
58406,58406,57602,57498,56343,55188,54001.2,54001.2,54001.2,54001.2,54001.2,54001.2,54001.2,54001.2,54001.2,52221,51445.52487,50670.04973,49894.5746,511674.0995,48343.62433,47568.14919,46792.67406,46017.19892,45241.72379,44466.24865,0.01396,South,Sarasota,FL,Florida,12081,Manatee County,3972,florida/sarasota,14.703,-82.5437,27.3383,City,70
57749,57749,55757,53765,54117.5,54470,34783.6,34783.6,34783.6,34783.6,34783.6,34783.6,34783.6,34783.6,34783.6,29862,29418.55314,28975.10628,28531.65942,504058.6126,27644.7657,27201.31884,26757.87198,26314.42512,25870.97826,25427.5314,0.03573,Southeast,Westchester,FL,Florida,12086,Miami-Dade County,7261,florida/westchester,7.953,-80.3535,25.7454,CDP,71
57683,57683,57694,57342,57533.5,57725,55910.2,55910.2,55910.2,55910.2,55910.2,55910.2,55910.2,55910.2,55910.2,53188,52398.16504,51608.33008,50818.49512,512003.4602,49238.8252,48448.99024,47659.15528,46869.32032,46079.48536,45289.6504,-0.00019,Southeast,Coconut Creek,FL,Florida,12011,Broward County,5161,florida/coconut-creek,11.176,-80.1847,26.2809,City,72
57496,57496,57076,56986,56400.5,55815,50571.8,50571.8,50571.8,50571.8,50571.8,50571.8,50571.8,50571.8,50571.8,49261,48529.48048,47797.96097,47066.44145,510665.9219,45603.40242,44871.88291,44140.36339,43408.84388,42677.32436,41945.80485,0.00736,South,Bradenton,FL,Florida,12081,Manatee County,4010,florida/bradenton,14.338,-82.5768,27.4898,City,73
57018,57018,56229,56380,55121,53862,51906.2,51906.2,51906.2,51906.2,51906.2,51906.2,51906.2,51906.2,51906.2,44083,43428.37312,42773.74624,42119.11936,508902.2925,40809.86559,40155.23871,39500.61183,38845.98495,38191.35807,37536.73119,0.01403,Southeast,Bonita Springs,FL,Florida,12071,Lee County,1484,florida/bonita-springs,38.417,-81.7842,26.355,City,74
