population,pop2024,pop2023,pop2022,pop2021,pop2020,pop2019,pop2018,pop2017,pop2016,pop2015,pop2014,pop2013,pop2012,pop2011,pop2010,pop2009,pop2008,pop2007,pop2006,pop2005,pop2004,pop2003,pop2002,pop2001,pop2000,growth,region,city,usps,state,countyFips,county,densityMi,slug,areaMi,lng,lat,type,rank
6308,6308,6328,6487,6437.5,6388,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6486,6389.683734,6293.367468,6197.051202,496096.7349,6004.41867,5908.102404,5811.786139,5715.469873,5619.153607,5522.837341,-0.00316,South,Sanibel,FL,Florida,12071,Lee County,390,florida/sanibel,16.18,-82.1057,26.451,City,431
6300,6300,6043,6002,5636.5,5271,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3708,3652.936677,3597.873354,3542.810031,495150.5467,3432.683384,3377.620061,3322.556738,3267.493415,3212.430092,3157.366768,0.04253,Southeast,Dundee,FL,Florida,12105,Polk County,570,florida/dundee,11.053,-81.6034,28.0173,Town,432
6246,6246,6052,5858,5523.5,5189,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3530,3477.579954,3425.159908,3372.739862,495089.9198,3267.89977,3215.479724,3163.059678,3110.639632,3058.219586,3005.799539,0.03206,Southeast,Port LaBelle,FL,Florida,12043,Glades County,581,florida/port-labelle,10.743,-81.3839,26.7606,CDP,433
6211,6211,6203,6195,6206.5,6218,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6100,6009.415784,5918.831569,5828.247353,495965.2631,5647.078922,5556.494707,5465.910491,5375.326276,5284.74206,5194.157844,0.00129,South,Osprey,FL,Florida,12115,Sarasota County,1188,florida/osprey,5.226,-82.4757,27.1904,CDP,434
6201,6201,6154,6108,6038.5,5969,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5550,5467.583214,5385.166427,5302.749641,495777.9329,5137.916069,5055.499282,4973.082496,4890.66571,4808.248923,4725.832137,0.00764,Northwest,Ocean City,FL,Florida,12091,Okaloosa County,3990,florida/ocean-city,1.554,-86.6072,30.4399,CDP,435
6194,6194,6170,6147,5778,5409,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5865,5777.905504,5690.811008,5603.716513,495885.222,5429.527521,5342.433025,5255.33853,5168.244034,5081.149538,4994.055042,0.00389,Central,Zephyrhills West,FL,Florida,12101,Pasco County,2354,florida/zephyrhills-west,2.631,-82.2053,28.231,CDP,436
6144,6144,6154,6122,6152,6182,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6243,6150.292253,6057.584506,5964.876758,496013.969,5779.461264,5686.753517,5594.04577,5501.338023,5408.630275,5315.922528,-0.00162,Southeast,Lauderdale-by-the-Sea,FL,Florida,12011,Broward County,7006,florida/lauderdale-by-the-sea,0.877,-80.0995,26.1913,Town,437
6137,6137,6092,6048,6129.5,6211,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5514,5432.117809,5350.235618,5268.353427,495765.6712,5104.589045,5022.706854,4940.824664,4858.942473,4777.060282,4695.178091,0.00739,Southeast,Crystal Lake,FL,Florida,12105,Polk County,2403,florida/crystal-lake,2.554,-81.8996,28.036,CDP,438
6127,6127,6134,6110,6131.5,6153,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5661,5576.934878,5492.869756,5408.804634,495815.7395,5240.67439,5156.609268,5072.544146,4988.479024,4904.413902,4820.34878,-0.00114,Southeast,Tequesta,FL,Florida,12085,Martin County,3344,florida/tequesta,1.832,-80.1132,26.9649,Village,439
6074,6074,6032,5990,6367.5,6745,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5487,5405.518756,5324.037511,5242.556267,495756.475,5079.593778,4998.112534,4916.631289,4835.150045,4753.6688,4672.187556,0.00696,Southeast,Fort Myers Shores,FL,Florida,12071,Lee County,2929,florida/fort-myers-shores,2.074,-81.7438,26.7139,CDP,440
6054,6054,5725,5397,4689,3981,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1457,1435.363737,1413.727475,1392.091212,494383.8549,1348.818687,1327.182424,1305.546162,1283.909899,1262.273636,1240.637374,0.05747,South,Balm,FL,Florida,12057,Hillsborough County,602,florida/balm,10.055,-82.2895,27.753,CDP,441
6054,6054,5621,5189,4940.5,4692,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07703,Central,Rainbow Springs,FL,Florida,12075,Levy County,525,florida/rainbow-springs,11.541,-82.442,29.0971,CDP,442
6045,6045,5898,5752,5493.5,5235,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3994,3934.689614,3875.379227,3816.068841,495247.9585,3697.448068,3638.137682,3578.827295,3519.516909,3460.206523,3400.896136,0.02492,South,The Meadows,FL,Florida,12115,Sarasota County,2543,florida/the-meadows,2.377,-82.4745,27.3629,CDP,443
6018,6018,6100,6183,6400,6617,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7173,7066.481872,6959.963745,6853.445617,496330.7275,6640.409362,6533.891235,6427.373107,6320.854979,6214.336852,6107.818724,-0.01344,South,Southgate,FL,Florida,12115,Sarasota County,3591,florida/southgate,1.676,-82.5123,27.3048,CDP,444
5982,5982,5937,5865,5833,5801,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5483,5401.578155,5320.15631,5238.734465,495755.1126,5075.890775,4994.468931,4913.047086,4831.625241,4750.203396,4668.781551,0.00758,North,Starke,FL,Florida,12007,Bradford County,833,florida/starke,7.178,-82.1129,29.9475,City,445
5935,5935,5909,5882,6136.5,6391,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5562,5479.405015,5396.810031,5314.215046,495782.0201,5149.025076,5066.430092,4983.835107,4901.240122,4818.645137,4736.050153,0.0044,Southeast,Naples Manor,FL,Florida,12021,Collier County,8677,florida/naples-manor,0.684,-81.7248,26.0897,CDP,446
5903,5903,5887,5872,5983.5,6095,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5688,5603.533931,5519.067863,5434.601794,495824.9357,5265.669657,5181.203589,5096.73752,5012.271452,4927.805383,4843.339315,0.00272,South,South Gate Ridge,FL,Florida,12115,Sarasota County,3379,florida/south-gate-ridge,1.747,-82.4966,27.2845,CDP,447
5876,5876,5770,5657,5554,5451,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4550,4482.433085,4414.86617,4347.299255,495437.3323,4212.165426,4144.598511,4077.031596,4009.464681,3941.897766,3874.330851,0.01837,Central,Belleview,FL,Florida,12083,Marion County,1472,florida/belleview,3.991,-82.0559,29.0606,City,448
5851,5851,5433,5015,5079.5,5144,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0.07694,Northwest,Pensacola Station,FL,Florida,12033,Escambia County,676,florida/pensacola-station,8.661,-87.3169,30.3506,CDP,449
5790,5790,5642,5494,5292.5,5091,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3719,3663.773328,3608.546657,3553.319985,495154.2933,3442.866641,3387.63997,3332.413298,3277.186626,3221.959954,3166.733283,0.02623,Southeast,White City,FL,Florida,12111,St. Lucie County,1163,florida/white-city,4.977,-80.3404,27.3722,CDP,450
5762,5762,5802,5843,6122.5,6402,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6332,6237.970614,6143.941229,6049.911843,496044.2825,5861.853071,5767.823686,5673.7943,5579.764914,5485.735528,5391.706143,-0.00689,Central,Kathleen,FL,Florida,12105,Polk County,801,florida/kathleen,7.192,-82.04,28.1192,CDP,451
5738,5738,5701,5663,5639,5615,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5211,5133.61732,5056.23464,4978.85196,495662.4693,4824.086601,4746.703921,4669.321241,4591.938561,4514.555881,4437.173201,0.00649,East,Rio Pinar,FL,Florida,12095,Orange County,2641,florida/rio-pinar,2.173,-81.2612,28.5191,CDP,452
5719,5719,5602,5427,5339,5251,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5479,5397.637555,5316.275109,5234.912664,495753.7502,5072.187773,4990.825327,4909.462882,4828.100437,4746.737991,4665.375546,0.02089,Southeast,Okeechobee,FL,Florida,12093,Okeechobee County,1410,florida/okeechobee,4.056,-80.8293,27.2416,City,453
5694,5694,5710,5727,5846.5,5966,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5925,5837.014512,5749.029024,5661.043536,495905.658,5485.07256,5397.087072,5309.101584,5221.116095,5133.130607,5045.145119,-0.0028,East,Cocoa West,FL,Florida,12009,Brevard County,1559,florida/cocoa-west,3.652,-80.7713,28.359,CDP,454
5667,5667,5541,5284,5222.5,5161,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4518,4450.908281,4383.816562,4316.724843,495426.4331,4182.541405,4115.449686,4048.357967,3981.266248,3914.174529,3847.08281,0.02274,Northeast,Flagler Beach,FL,Florida,12035,Flagler County,1598,florida/flagler-beach,3.546,-81.131,29.4739,City,455
5634,5634,5551,5468,5423.5,5379,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4470,4403.621075,4337.24215,4270.863224,495410.0843,4138.105374,4071.726449,4005.347524,3938.968599,3872.589673,3806.210748,0.01495,Southeast,Tice,FL,Florida,12071,Lee County,4719,florida/tice,1.194,-81.8173,26.6751,CDP,456
5608,5608,5679,5714,5802,5890,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5551,5468.568364,5386.136728,5303.705092,495778.2735,5138.841819,5056.410183,4973.978547,4891.546911,4809.115275,4726.683638,-0.0125,Southeast,Bay Harbor Islands,FL,Florida,12086,Miami-Dade County,14162,florida/bay-harbor-islands,0.396,-80.1336,25.888,Town,457
5577,5577,5484,5391,5572.5,5754,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4275,4211.5168,4148.0336,4084.550399,495343.6672,3957.583999,3894.100799,3830.617598,3767.134398,3703.651198,3640.167998,0.01696,South,Ellenton,FL,Florida,12081,Manatee County,1686,florida/ellenton,3.307,-82.5267,27.5266,CDP,458
5566,5566,5553,5540,5526,5512,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5823,5736.529199,5650.058398,5563.587596,495870.9168,5390.645994,5304.175193,5217.704392,5131.233591,5044.762789,4958.291988,0.00234,Southeast,Pahokee,FL,Florida,12099,Palm Beach County,1047,florida/pahokee,5.315,-80.662,26.8202,City,459
5529,5529,5398,5268,4690.5,4113,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3702,3647.025776,3592.051552,3537.077328,495148.5031,3427.12888,3372.154656,3317.180432,3262.206209,3207.231985,3152.257761,0.02427,Northwest,Crawfordville,FL,Florida,12129,Wakulla County,1210,florida/crawfordville,4.569,-84.3634,30.1996,CDP,460
5514,5514,5421,5327,5161,4995,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4204,4141.571141,4079.142281,4016.713422,495319.4846,3891.855703,3829.426844,3766.997984,3704.569125,3642.140266,3579.711406,0.01716,Southeast,Lochmoor Waterway Estates,FL,Florida,12071,Lee County,2301,florida/lochmoor-waterway-estates,2.396,-81.9072,26.6425,CDP,461
5502,5502,5486,5470,5359,5248,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5276,5197.652078,5119.304157,5040.956235,495684.6083,4884.260392,4805.912471,4727.564549,4649.216628,4570.868706,4492.520785,0.00292,Central,Zephyrhills South,FL,Florida,12101,Pasco County,2783,florida/zephyrhills-south,1.977,-82.1885,28.2152,CDP,462
5411,5411,5472,5484,5569,5654,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5583,5500.093168,5417.186336,5334.279504,495789.1727,5168.46584,5085.559008,5002.652176,4919.745344,4836.838512,4753.93168,-0.01115,Southeast,Surfside,FL,Florida,12086,Miami-Dade County,9715,florida/surfside,0.557,-80.125,25.8788,Town,463
5410,5410,5356,5302,5405,5508,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4655,4585.873849,4516.747697,4447.621546,495473.0954,4309.369243,4240.243092,4171.11694,4101.990789,4032.864638,3963.738486,0.01008,Southeast,Whiskey Creek,FL,Florida,12071,Lee County,3502,florida/whiskey-creek,1.545,-81.8886,26.5711,CDP,464
5409,5409,5228,5048,4723,4398,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2882,2839.202671,2796.405341,2753.608012,494869.2107,2668.013353,2625.216024,2582.418694,2539.621365,2496.824036,2454.026706,0.03462,South,Whitfield,FL,Florida,12081,Manatee County,3922,florida/whitfield,1.379,-82.5667,27.4107,CDP,465
5363,5363,5449,5535,5561,5587,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6565,6467.510594,6370.021188,6272.531783,496123.6424,6077.552971,5980.063565,5882.57416,5785.084754,5687.595348,5590.105942,-0.01578,South,Siesta Key,FL,Florida,12115,Sarasota County,2288,florida/siesta-key,2.344,-82.5493,27.2748,CDP,466
5356,5356,5335,5314,4891,4468,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5062,4986.829951,4911.659902,4836.489853,495611.7198,4686.149755,4610.979706,4535.809657,4460.639608,4385.469559,4310.29951,0.00394,Southeast,Fort Pierce South,FL,Florida,12111,St. Lucie County,2066,florida/fort-pierce-south,2.592,-80.3541,27.4097,CDP,467
5347,5347,5336,5325,5584.5,5844,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5195,5117.854918,5040.709836,4963.564754,495657.0197,4809.27459,4732.129508,4654.984426,4577.839344,4500.694263,4423.549181,0.00206,South,South Highpoint,FL,Florida,12103,Pinellas County,6335,florida/south-highpoint,0.844,-82.7106,27.9124,CDP,468
5326,5326,5270,5201,5150.5,5100,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5624,5540.484323,5456.968646,5373.45297,495803.1373,5206.421616,5122.905939,5039.390263,4955.874586,4872.358909,4788.843232,0.01063,Southeast,Fort Meade,FL,Florida,12105,Polk County,651,florida/fort-meade,8.184,-81.8055,27.7659,City,469
5311,5311,5307,5303,5498.5,5694,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5253,5174.993626,5096.987251,5018.980877,495676.7745,4862.968128,4784.961753,4706.955379,4628.949004,4550.94263,4472.936255,0.00075,Southeast,Palm Springs North,FL,Florida,12086,Miami-Dade County,6681,florida/palm-springs-north,0.795,-80.331,25.9343,CDP,470
5308,5308,5222,5067,5014.5,4962,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4859,4786.844475,4714.68895,4642.533425,495542.5779,4498.222374,4426.066849,4353.911324,4281.755799,4209.600274,4137.444749,0.01647,Southeast,LaBelle,FL,Florida,12051,Hendry County,366,florida/labelle,14.487,-81.4525,26.721,City,471
5268,5268,5288,5318,5333,5348,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4957,4883.389187,4809.778375,4736.167562,495575.9567,4588.945937,4515.335125,4441.724312,4368.1135,4294.502687,4220.891875,-0.00378,South,South Pasadena,FL,Florida,12103,Pinellas County,8636,florida/south-pasadena,0.61,-82.7393,27.7529,City,472
5221,5221,5045,4709,4612.5,4516,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3849,3791.842845,3734.68569,3677.528535,495198.5714,3563.214225,3506.05707,3448.899915,3391.74276,3334.585605,3277.42845,0.03489,Southeast,Grant-Valkaria,FL,Florida,12009,Brevard County,192,florida/grant-valkaria,27.222,-80.5659,27.9343,Town,473
5217,5217,5194,5188,5155.5,5123,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4260,4196.739548,4133.479096,4070.218643,495338.5582,3943.697739,3880.437287,3817.176835,3753.916383,3690.65593,3627.395478,0.00443,Northeast,Daytona Beach Shores,FL,Florida,12127,Volusia County,6331,florida/daytona-beach-shores,0.824,-80.9808,29.1713,City,474
5165,5165,5099,5033,5060.5,5088,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4241,4178.021695,4115.043391,4052.065086,495332.0868,3926.108477,3863.130172,3800.151868,3737.173563,3674.195258,3611.216954,0.01294,South,Cortez,FL,Florida,12081,Manatee County,2315,florida/cortez,2.231,-82.6687,27.4677,CDP,475
5152,5152,5144,5137,5076.5,5016,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5047,4972.052699,4897.105398,4822.158097,495606.6108,4672.263495,4597.316194,4522.368893,4447.421592,4372.474291,4297.52699,0.00156,East,Samsula-Spruce Creek,FL,Florida,12127,Volusia County,307,florida/samsula-spruce-creek,16.807,-81.0625,29.0516,CDP,476
5140,5140,5251,5665,5624,5583,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,6288,6194.624009,6101.248017,6007.872026,496029.296,5821.120043,5727.744052,5634.36806,5540.992069,5447.616078,5354.240086,-0.02114,Southeast,Fort Myers Beach,FL,Florida,12071,Lee County,1848,florida/fort-myers-beach,2.782,-81.914,26.4302,Town,477
5116,5116,5029,4957,4862,4767,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5002,4927.720943,4853.441886,4779.16283,495591.2838,4630.604716,4556.325659,4482.046603,4407.767546,4333.488489,4259.209432,0.0173,Northwest,Valparaiso,FL,Florida,12091,Okaloosa County,436,florida/valparaiso,11.74,-86.5147,30.4899,City,478
5102,5102,5094,5087,5040.5,4994,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4998,4923.780343,4849.560685,4775.341028,495589.9214,4626.901714,4552.682056,4478.462399,4404.242742,4330.023085,4255.803427,0.00157,Northeast,St. Augustine South,FL,Florida,12109,St. Johns County,3219,florida/st-augustine-south,1.585,-81.3162,29.8448,CDP,479
5072,5072,5136,5200,5675.5,6151,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5967,5878.390817,5789.781635,5701.172452,495919.9633,5523.954087,5435.344904,5346.735721,5258.126539,5169.517356,5080.908173,-0.01246,Southeast,Naples Park,FL,Florida,12021,Collier County,4124,florida/naples-park,1.23,-81.8113,26.2629,CDP,480
5031,5031,4982,4954,4894,4834,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5168,5091.255865,5014.511729,4937.767594,495647.8235,4784.279323,4707.535188,4630.791052,4554.046917,4477.302781,4400.558646,0.00984,Southeast,Fellsmere,FL,Florida,12061,Indian River County,87,florida/fellsmere,57.579,-80.6099,27.7212,City,481
5016,5016,4973,4929,4580,4231,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4406,4340.571467,4275.142933,4209.7144,495388.2859,4078.857333,4013.4288,3948.000266,3882.571733,3817.143199,3751.714666,0.00865,Southeast,Orangetree,FL,Florida,12021,Collier County,1379,florida/orangetree,3.637,-81.5759,26.2929,CDP,482
5004,5004,5032,5059,5067.5,5076,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5386,5306.018593,5226.037185,5146.055778,495722.0744,4986.092963,4906.111556,4826.130148,4746.148741,4666.167334,4586.185926,-0.00556,Central,Timber Pines,FL,Florida,12053,Hernando County,2276,florida/timber-pines,2.199,-82.6024,28.4692,CDP,483
4958,4958,5001,5044,4912,4780,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5561,5478.419865,5395.83973,5313.259595,495781.6795,5148.099326,5065.519191,4982.939056,4900.358921,4817.778786,4735.198651,-0.0086,Southeast,Fussels Corner,FL,Florida,12105,Polk County,922,florida/fussels-corner,5.379,-81.8607,28.0576,CDP,484
4957,4957,4943,4942,4920.5,4899,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4909,4836.101981,4763.203963,4690.305944,495559.6079,4544.509906,4471.611888,4398.713869,4325.81585,4252.917832,4180.019813,0.00283,Southeast,Wauchula,FL,Florida,12049,Hardee County,1517,florida/wauchula,3.267,-81.8101,27.5469,City,485
4950,4950,4975,5008,5029,5050,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5028,4953.334847,4878.669693,4804.00454,495600.1394,4654.674233,4580.00908,4505.343926,4430.678773,4356.013619,4281.348466,-0.00503,South,Kenneth City,FL,Florida,12103,Pinellas County,6933,florida/kenneth-city,0.714,-82.7146,27.8161,Town,486
4929,4929,4864,4798,4805,4812,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4011,3951.437166,3891.874332,3832.311497,495253.7487,3713.185829,3653.622995,3594.060161,3534.497326,3474.934492,3415.371658,0.01336,East,Mount Plymouth,FL,Florida,12069,Lake County,1713,florida/mount-plymouth,2.877,-81.5345,28.8039,CDP,487
4890,4890,4861,4857,4814.5,4772,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4875,4802.606877,4730.213754,4657.820631,495548.0275,4513.034385,4440.641261,4368.248138,4295.855015,4223.461892,4151.068769,0.00597,Southeast,South Bay,FL,Florida,12099,Palm Beach County,1709,florida/south-bay,2.862,-80.7355,26.6884,City,488
4876,4876,4877,4877,4485.5,4094,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4880,4807.532628,4735.065255,4662.597883,495549.7305,4517.663138,4445.195765,4372.728393,4300.26102,4227.793648,4155.326276,-0.00021,Northeast,Sawgrass,FL,Florida,12109,St. Johns County,1612,florida/sawgrass,3.025,-81.3711,30.1913,CDP,489
4875,4875,4804,4733,4716.5,4700,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3881,3823.367649,3765.735298,3708.102947,495209.4706,3592.838245,3535.205895,3477.573544,3419.941193,3362.308842,3304.676491,0.01478,Northwest,Lower Grand Lagoon,FL,Florida,12005,Bay County,2331,florida/lower-grand-lagoon,2.091,-85.7522,30.1431,CDP,490
4868,4868,4812,4757,4844.5,4932,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4094,4033.204626,3972.409253,3911.613879,495282.0185,3790.023132,3729.227759,3668.432385,3607.637012,3546.841638,3486.046265,0.01164,Southeast,June Park,FL,Florida,12009,Brevard County,1610,florida/june-park,3.023,-80.6878,28.0717,CDP,491
4846,4846,4631,4562,4273,3984,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4335,4270.625807,4206.251615,4141.877422,495364.1032,4013.129037,3948.754845,3884.380652,3820.00646,3755.632267,3691.258075,0.04643,Northwest,Parker,FL,Florida,12005,Bay County,2536,florida/parker,1.911,-85.6002,30.1284,City,492
4844,4844,4813,4783,4832,4881,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4420,4354.363568,4288.727137,4223.090705,495393.0543,4091.817842,4026.18141,3960.544979,3894.908547,3829.272116,3763.635684,0.00644,Central,Brookridge,FL,Florida,12053,Hernando County,1912,florida/brookridge,2.533,-82.49,28.5481,CDP,493
